"class,comment"
"negatif,Pabrik Honda Karawang Langgar PPKM cuma di denda 15jt,\nTukang Bubur di denda 5jt,\nIBHRS melanggar Prokes denda nya 50j\xe2\x80\xa6'"
"negatif, Ada wacana PPKM 6 minggu. Usaha gk jalan, karyawan nagih gaji, token listrik udah bunyi, kasian anak istri. Berharap dapet ban\xe2\x80\xa6'"
"netral,Viral Cerita Pegawai BUMN WFH di Bali, Sewa Villa dan Makan Enak, Nyinyiri PKL yang Langgar PPKM\nhttps://t.co/gRJyC7k6J9'"
"netral,PPKM 6 Minggu\n\nMe: https://t.co/LFL151TmYR'"
"negatif,Aku selama ppkm 6 minggu:\nglow up engga, miskin iya.'"
"negatif,ppkm bangsad'"
"negatif,Melihat fakta di lapangan, koordinasi dan arahan dalam PPKM darurat ini banyak yg keliru, tindakan kasar, sewenang2, dan arogansi kerap menjadi pemicu amarah rakyat.\nHarus diperbaiki ini Pak @mohmahfudmd'"
"netral,Lockdown total sejawa bali\nPpkm darurat di luar jawa bali\nLalu pemerintah membiayai kebutuhan pokok masyarakat selam\xe2\x80\xa6'"
"negatif,Kenapa jadi nya benturin si kaya dn si miskin? Emang pemgusaha terima kalau ada ppkm,? \nYg slh program pemerintah.. Yg gelud rakyat \nSyuuu'"
"negatif,Ditengah kekurangan dana untuk tangani covid-19 dan kesulitan rakyat krn PPKM, ini malah memberikan PMN ke BUMN utk jalan T\xe2\x80\xa6'"
"negatif,Ini lagi2 BUKTI banyaknya saling sengkarut GALFOK penanganan Krisis di Indonesia:\nEkonomi atau Kesehatan ?\nMalah pada si\xe2\x80\xa6'"
"negatif,Saat ini pejabat mesti punya sense of crisis. PPKM darurat itu artinya kondisi kita lagi susah. Diperlukan empati thd rakyat.\xe2\x80\xa6'"
"netral,kegiatan selama ppkm 6 minggu: https://t.co/xDOICRliOn'"
"netral,ppkm, pengen peluk kjung msungchan'"
"netral,Lockdown total sejawa bali\nPpkm darurat di luar jawa bali\nLalu pemerintah membiayai kebutuhan pokok masyarakat selam\xe2\x80\xa6'"
"negatif,PPKM DARURAT itu LOCKDOWN versi Negara MISKIN Yang gak mau keluar uang untuk RAKYATNYA'"
"netral,kegiatan selama ppkm 6 minggu: https://t.co/xDOICRliOn'"
"positif,Diam di rumah gak usah kemana-mana lagi PPKM Darurat'"
"netral,kegiatan selama ppkm 6 minggu: https://t.co/xDOICRliOn'"
"positif,Tetap Jaga Protokol kesehatan saat PPKM darurat dan waspada terhadap kelompok yg gemar provikasi tekait Pandemi Covid 19.\n\n#WaspadaProvokasiSaatPandemi https://t.co/5ECaEsAj0y'"
"netral,kegiatan selama ppkm 6 minggu: https://t.co/xDOICRliOn'"
"netral,setuju. secara hukum bukan cuma pedagang loh, kita semua warga wajib dipenuhi kebutuha\xe2\x80\xa6'"
"negatif,PPKM DARURAT itu LOCKDOWN versi Negara MISKIN Yang gak mau keluar uang untuk RAKYATNYA'"
"negatif,Kenapa rakyat menolak ppkm 6 minggu: https://t.co/SzN4AAIZJq'"
"positif,Pagipagi udah ada yg bikin kesel aja hfft liat sg temen nongkrong di cafe haha hihi ga penting ga pake masker padahal lg ppkm hhfft'"
"netral,PPKM 6 Minggu\n\nMe: https://t.co/LFL151TmYR'"
"negatif, Aksi Anarkis Satpol PP saat razia PPKM, padahal Warung sudah ikuti aturan Pemerintah tutup jam 7.\n\nPetugas menampar Pemilik\xe2\x80\xa6'"
"negatif,Di Tengah PPKM 4305 WNA Tiba di Bandara Soekarno-Hatta, Cipta Panca: Wassalam\nhttps://t.co/AAFq6IXhc2'"
"negatif,[Pesan Bergambar]\n\ndi-PHK karena Perusahaan Tutup.\n\nPPKM 6 Minggu ?\n#PresidenGagalWajibDiganti https://t.co/4N3rbh4TLV'"
"netral,Lockdown total sejawa bali\nPpkm darurat di luar jawa bali\nLalu pemerintah membiayai kebutuhan pokok masyarakat selam\xe2\x80\xa6'"
"negatif,Ada wacana PPKM 6 minggu. Usaha gk jalan, karyawan nagih gaji, token listrik udah bunyi, kasian anak istri. Berharap dapet ban\xe2\x80\xa6'"
"negatif,#FOTO Mall PGC Cililitan, Jakarta, ditutup imbas penerapan PPKM Darurat. Hasilnya, para penyedia jasa servis HP sampai turun\xe2\x80\xa6'"
"negatif,Undang2 harusnya lockdown. Tapi negara gak mampu. Yowis pake redaksi lain, psbb lah, ppkm l\xe2\x80\xa6'"
"negatif,pemilik warkop di Gowa mendapat tindak kekerasan saat melakukan razia PPKM.\n\ncari uang tuk hidup di jaman susah begini, y\xe2\x80\xa6'"
"netral,kegiatan selama ppkm 6 minggu: https://t.co/xDOICRliOn'"
"netral,hi guys apa kabar kalian semua? semoga semuanya dalam keadaan baik"" saja yahhh. seperti yg sudah kita lakukan saat ini kita semua lagi dalam masa PPKM Darurat Jawa Bali yang sudah dan akan berlangsung dari tgl 3-20 Juli 2021.'"
"negatif,pemilik warkop di Gowa mendapat tindak kekerasan saat melakukan razia PPKM.\n\ncari uang tuk hidup di jaman susah begini, y\xe2\x80\xa6'"
"negatif,Warga Tengger ...\n\nKesal Upacara Adat Dibubarkan Saat PPKM Darurat, Warga Merusak Bangunan Desa Halaman all - https://t.co/dNSqtbeSFW https://t.co/9Ql4taCXwQ'"
"netral,Penyekatan mobilitas masyarakat di masa PPKM darurat di Jakarta diperketat. Kini ada 100 titik penyekatan ke Jakarta. https:/\xe2\x80\xa6'"
"netral,PPKM diperpanjang lagi gpp, ASAL..... rungokno tah pemerintah, asal org jualan, cafe2, resto2, boleh buka sampek malem, to\xe2\x80\xa6'"
"negatif,Tolak Bayar Denda Pelanggar PPKM  Milih di penjara....\nKarena sudah tidak punya apa-apa\nBagaimana kalau nambah  PPKM 6 M\xe2\x80\xa6'"
"netral,ppkm. pagi pagi kangen msungchan'"
"negatif,PPKM DARURAT itu LOCKDOWN versi Negara MISKIN Yang gak mau keluar uang untuk RAKYATNYA'"
"negatif,PPKM DARURAT itu LOCKDOWN versi Negara MISKIN Yang gak mau keluar uang untuk RAKYATNYA'"
"netral,kegiatan selama ppkm 6 minggu: https://t.co/xDOICRliOn'"
"netral,kegiatan selama ppkm 6 minggu: https://t.co/xDOICRliOn'"
"negatif,pemilik warkop di Gowa mendapat tindak kekerasan saat melakukan razia PPKM.\n\ncari uang tuk hidup di jaman susah begini, y\xe2\x80\xa6'"
"negatif,Ada wacana PPKM 6 minggu. Usaha gk jalan, karyawan nagih gaji, token listrik udah bunyi, kasian anak istri. Berharap dapet ban\xe2\x80\xa6'"
"negatif,PPKM DARURAT itu LOCKDOWN versi Negara MISKIN Yang gak mau keluar uang untuk RAKYATNYA'"
"negatif,pemilik warkop di Gowa mendapat tindak kekerasan saat melakukan razia PPKM.\n\ncari uang tuk hidup di jaman susah begini, y\xe2\x80\xa6'"
"netral,PPKM lur https://t.co/vluVJsf5UR'"
"netral,Ppkm. Pelan-pelan kita menggendut. \xf0\x9f\x98\xaa'"
"netral,kegiatan selama ppkm 6 minggu: https://t.co/xDOICRliOn'"
"negatif,Astaghfirullah... \nApa musti begini razia dilakukan? \n\xe2\x96\xb6\nAksi Anarkis Satpol PP  saat razia PPKM, padahal kami ikuti atu\xe2\x80\xa6'"
"netral,Kasus Baru Positif Covid\nSemenjak PPKM 3 juli 2021\n\n4 Juli 27.233\n5 Juli 29.745\n6 Juli 31.189\n7 Juli 34.379\n8 Juli 38.391\n9\xe2\x80\xa6'"
"negatif,pemilik warkop di Gowa mendapat tindak kekerasan saat melakukan razia PPKM.\n\ncari uang tuk hidup di jaman susah begini, y\xe2\x80\xa6'"
"negatif,Pak @jokowi , kalo pun PPKM diperpanjang sama 1 tahun, tapi penanganan Covid ga maksimal, warga tidak diberikan bantuan. Nanti\xe2\x80\xa6'"
"netral,VIRAL... Indahnya Hidup Pegawai BUMN di Masa PPKM Darurat, WFH dari Bali, Menyewa Villa https://t.co/hmxd3ncgGh https://t.c\xe2\x80\xa6'"
"negatif,anak menteri cabut ke luar negri pas ppkm karna ga yakin sama yg dikerjain bapaknya ya'"
"negatif,Pemerintah jangan melululu memikirkan PPKM ""hukum denda pelarang"" PIKIRIN ISI PERUT RAKYAT PEDAGAN USAHAWAN MANDIRI... sekali subsidi malah ke yg dah dapat GAJIH RUTIN... Otak jalanin..'"
"netral,PPKM = pelan-pelan ku merindukanmu'"
"netral,PPKM lur https://t.co/vluVJsf5UR'"
"negatif,Pak @jokowi , kalo pun PPKM diperpanjang sama 1 tahun, tapi penanganan Covid ga maksimal, warga tidak diberikan bantuan. Nanti\xe2\x80\xa6'"
"negatif,PPKM DARURAT itu LOCKDOWN versi Negara MISKIN Yang gak mau keluar uang untuk RAKYATNYA'"
"negatif,Ada wacana PPKM 6 minggu. Usaha gk jalan, karyawan nagih gaji, token listrik udah bunyi, kasian anak istri. Berharap dapet ban\xe2\x80\xa6'"
"negatif,Ada wacana PPKM 6 minggu. Usaha gk jalan, karyawan nagih gaji, token listrik udah bunyi, kasian anak istri. Berharap dapet ban\xe2\x80\xa6'"
"netral,kegiatan selama ppkm 6 minggu: https://t.co/xDOICRliOn'"
"negatif,Madura Tolak PPKM.. https://t.co/nHDYYrAedJ'"
"netral,Lockdown total sejawa bali\nPpkm darurat di luar jawa bali\nLalu pemerintah membiayai kebutuhan pokok masyarakat selam\xe2\x80\xa6'"
"netral,Ppkm yg kena mentalnya'"
"negatif,pemilik warkop di Gowa mendapat tindak kekerasan saat melakukan razia PPKM.\n\ncari uang tuk hidup di jaman susah begini, y\xe2\x80\xa6'"
"netral,kegiatan selama ppkm 6 minggu: https://t.co/xDOICRliOn'"
"netral,Akan tiba saatnya dimana tiap bangun tidur, kukan kecup keningmu sebelum kamu heuay yang calangapnya seperti kudanil yang lagi hamil itu.\n\nMaylep \xe2\x9d\xa4\xf0\x9f\x98\x98\n\n\xe2\x80\xa2\xe2\x80\xa2\xe2\x80\xa2\nKamis Pagi\nSatpol PP\nViralkan\nPPKM'"
"netral,PPKM 6 minggu semua jalan ditutup, kecuali pintu taubat.'"
"negatif,PPKM(Pelan Pelan Kita Mati)'"
"negatif,Viral! Menantu Airlangga Hartanto Malah Bulan Madu ke Jepang Saat PPKM Darurat, Publik Geram!\nhttps://t.co/3xltyz8cxm'"
"negatif,#ready malam\xf0\x9f\x8d\x86\nPPKM(pokoke pasrah karo merem) \nWith @Sahid1BigThick\n\xf0\x9f\x93\xb2087770705557\nIn/Out\n\xf0\x9f\x93\x8djaksel\n@sahidtop5758\n@diRelaxH\xe2\x80\xa6'"
"negatif,Kronologis Awal Kejadian Sebelum Insiden Ini Terjadi\nVideo Berdurasi 21 menit Lebih\n\nLagi Live si Pejual Warkop\n\nPadaha\xe2\x80\xa6'"
"netral,Lockdown total sejawa bali\nPpkm darurat di luar jawa bali\nLalu pemerintah membiayai kebutuhan pokok masyarakat selam\xe2\x80\xa6'"
"negatif,""Saya kaget, iya kaget, saya kira ditahannya di Polsek atau Polres, tapi ternyata saya ditahannya di Lapas. Tapi saya siap,""\xe2\x80\xa6'"
"netral,Alat yang dibutuhkan warga Sleman selama PPKM saat melewati Gejayan https://t.co/F4MRDAh3yT'"
"netral,Jokowi minta Luhut kerja memimpin PPKM. Yang dikasih kerja kini diminta untuk mengevaluasi hasil kerjaannya sendiri. Angeee\xe2\x80\xa6'"
"negatif,Para pedagang berpangku tangan,ketika masa pandemi saja mereka sdh tidak jarang pembeli..,sekarang masa ppkm boro2 kerumunan,yg ada kaya kuburan lapak mereka.\n\nPertanyaan nya adalah kenapa mereka ditutup?'"
"netral,PPKM\nPengen Peluk KM.'"
"netral,Kamu kangen siapa ??? Kalo aku kangen HARUN MASIKU \xf0\x9f\xa4\xad\xf0\x9f\xa4\xad\xf0\x9f\xa4\xad pemegang rekor PPKM paling lama https://t.co/y3GnJ5CbNf'"
"netral,PPKM Darurat.\nUntuk Mencegah Kerumunan,\nSeperti Halnya Warung Makan,\nNdak Boleh Makan Di Tempat,\nIsi Angin Pun Ndak Boleh Di T\xe2\x80\xa6'"
"netral,Persiapan ppkm nek tenan 6 minggu, tak biasake ngobrol mbe kipas angin &amp; tembok. https://t.co/YlyvoO2Bqj'"
"positif, Mendukung sepenuhnya kebijakan Pemerintah dalam pemberlakuan PPKM darurat demi menekan penyebaran virus kovid 19 dan mend\xe2\x80\xa6'"
"positif, PPKM memberi kesempatan kpd sy nonton serial sinetron Ikatan Cinta. Asyik jg sih, meski agak muter-muter. Tp pemahaman huk\xe2\x80\xa6'"
"netral,Beeegh hujan\xc2\xb2 tweetnya bikin...PPKM...PGN Peluk Kamu Mbak\xf0\x9f\x98\x81'"
"netral,Beli PUMA RALPH SAMPSON LEATHER BLACK WHITE Original Flash Sale PPKM \nhttps://t.co/AT2nJkOZRg di toko Batam Sneakers Station Store Rp330.000 di Tokopedia dengan Bebas Ongkir, Sekarang!'"
"netral,kegiatan selama ppkm 6 minggu: https://t.co/xDOICRliOn'"
"negatif,Para Mafia obat di masa PPKM Darurat harus diberantas. \nVaksin Pelajar Aman https://t.co/HBQxDIZPuP'"
"negatif,""Saya kaget, iya kaget, saya kira ditahannya di Polsek atau Polres, tapi ternyata saya ditahannya di Lapas. Tapi saya siap,""\xe2\x80\xa6'"
"negatif,Ppkm hanya efektif jika yg terdampak ditanggung juga kebutuhannya\n\nTerutama warga yg penghasilannya harian\n\nKarena, mau se\xe2\x80\xa6'"
"negatif,Pejabat enak-enak manfatkan masa PPKM dgn santai dan nonton sinetron dirumah. \n\nRakyat kecil  lagi megap-megap  cari nafkah utk  sekedar  bertahan  hidup, itupun terbentur dgn PPKM yg ketat.\n\npemrintah tdk memberi kompensasi  merata pd warga yg terdampak. https://t.co/AET9RRPsk8'"
"netral,Alat yang dibutuhkan warga Sleman selama PPKM saat melewati Gejayan https://t.co/F4MRDAh3yT'"
"negatif,itu Wedding sama Event Organizer yg selama PPKM belum bisa gerak mending digandeng atau bikin proposal aja buat ngehandl\xe2\x80\xa6'"
"netral,Jokowi minta Luhut kerja memimpin PPKM. Yang dikasih kerja kini diminta untuk mengevaluasi hasil kerjaannya sendiri. Angeee\xe2\x80\xa6'"
"negatif,PPKM \nPemuda\nPemudi\nKekurangan\nMoney\n\nSituation for now'"
"netral,Alat yang dibutuhkan warga Sleman selama PPKM saat melewati Gejayan https://t.co/F4MRDAh3yT'"
"negatif,Soalnya udah kesel, muak, sedih lihat keadaan. Ppkm lah psbb lah gajelas bgt. Beberapa daerah jadi kota mati krena lampu\xe2\x80\xa6'"
"negatif,please help rt \xf0\x9f\xa5\xba\xf0\x9f\xa5\xba\n\nhalo maaf banget aku tiba"" balik, semenjak ppkm ini, ekonomi keluarga aku semakin menurun :(( , jadinya\xe2\x80\xa6'"
"negatif,Tragis banget.\n\nDi warungnya terpajang spanduk besar @Jokowi menandakan orang ini cebong.\n\nTapi hari2 ini dia terkena\xe2\x80\xa6'"
"negatif,pedagang kecil banyak yg terdampak selama PPKM darurat ini. lu asik makan gaji bulanan dan banyak fasilitas @mohmahfudmd htt\xe2\x80\xa6'"
"negatif,itu Wedding sama Event Organizer yg selama PPKM belum bisa gerak mending digandeng atau bikin proposal aja buat ngehandl\xe2\x80\xa6'"
b'RT @cybsquad_: pedagang kecil banyak yg terdampak selama PPKM darurat ini. lu asik makan gaji bulanan dan banyak fasilitas @mohmahfudmd htt\xe2\x80\xa6'
"negatif,Pendakwah Yahya Waloni Sebut PPKM Strategi Komunis, FH: Memang Sampah - https://t.co/u5APPIwdTg'"
"netral,Perempuan Pembuat Kamu Mendesah (PPKM) Part 3 :\n@NayraNyunyu \n@cute_chantika \n@Winaanastasya17 \n@AnesaPutri10 \n@Lena_Lena_\xe2\x80\xa6'"
"negatif,Tahun 2019, 700 lebih Petugas KPPS Wafat.\n\nTahun 2021, 60.000 lebih Rakyat Wafat.\n\nSementara pemberlakuan PPKM membuat Rakyat semakin sekarat.\n\nMampu dan arogan mengurung Rakyat, tapi tak mampu memberi makan untuk Rakyat.\n\n#opposite6890 https://t.co/L1FpklIoF0'"
"netral,Beberapa hari yang lalu saya membatalkan tugas khutbah Idul Adha. Kemarin ada lagi yang minta saya jadi khotib Idul Adha.\xe2\x80\xa6'"
"b'06.58 : RT @TMCPoldaMetro : Polri Sat Lantas Jakpus melaksanakan pengaturan pagi dan Pembatasan Mobilitas &amp; Penyekatan bagi masyarakat dalam rangka PPKM Darurat di Tl. Cempaka Putih arah Senen, situasi arus lalu lintas sekitar terpantau lancar. https://t.co/eqqbcKjOsY'"
"positif,#StopBuatKerumunan , semua sudah diatur,. Jadi tak ad alasan lg tuk melanggar. Bahkan pemerintah tlah mngucurkan banso\xe2\x80\xa6'"
"netral,Bagaimana kita harus menyambut Idul Adha di masa PPKM Darurat dan ditengah kasus Covid-19 yang masih tinggi ?\n\nBerikut\xe2\x80\xa6'"
"negatif,Seorang Luhut ditunjuk memimpin PPKM, itu saja logikanya sudah acakadut. Menkomarves jelas prioritasnya bukan kesehatan d\xe2\x80\xa6'"
"negatif,Rakyat tidak punya pilihan lain utk hidup, ditekan..ditekan..akhirnya melawan, rakyat perlu jaminan sosial dalam ppkm.. bansos utk siapa?,,, https://t.co/SS011cic2k'"
"positif,Sanksi bagi pelanggar PPKM Darurat.\n\nTindak tegas aje bagi warga yang ngeyel.\n\n#StopBuatKerumunan https://t.co/1EvG9jeq\xe2\x80\xa6'"
"netral,pengetatan + ditanggung = Karantina Wilayah\n\nNama PPKM justru supaya tidak perlu menanggung hiks https://t.co/BYmLP3KU0s'"
"negatif,TKA China masih berdatangan di tengah pemberlakuan PPKM Darurat  https://t.co/ptJl7dyaa1'"
"negatif,Para Mafia obat di masa PPKM Darurat harus diberantas. \nVaksin Pelajar Aman https://t.co/kukRZZnELe'"
"positif,Sy setuju dgn idenya @tirta_hudhi. Drpd PPKM setengah setengah dan hasilnya juga akan setengah2, lebih baik dibalik appr\xe2\x80\xa6'"
"positif,#StopBuatKerumunan \n\nJangan melanggar,karena sudah ada aturan yang jelas,bagi pelanggar saat PPKM Darurat yang menimbulkan\xe2\x80\xa6'"
"netral,PPKM Darurat.\nUntuk Mencegah Kerumunan,\nSeperti Halnya Warung Makan,\nNdak Boleh Makan Di Tempat,\nIsi Angin Pun Ndak Boleh Di T\xe2\x80\xa6'"
"negatif,PPKM MENGHANCURKAN SEMUA PLAN EKONOMI SAYA! Tekan semene PAHAM po rak? https://t.co/jfarmK3CK1'"
"positif,iya sih hak orang mau ngetweet apa, tapi aku rasa ini situasinya kurang pas. Bayangin Indonesia lagi kacau, kasian banyak pe\xe2\x80\xa6'"
"netral,Mana yang lebih kalian butuhkan di masa PPKM ini?'"
"negatif,Ppkm hanya efektif jika yg terdampak ditanggung juga kebutuhannya\n\nTerutama warga yg penghasilannya harian\n\nKarena, mau se\xe2\x80\xa6'"
"negatif,itu Wedding sama Event Organizer yg selama PPKM belum bisa gerak mending digandeng atau bikin proposal aja buat ngehandl\xe2\x80\xa6'"
"negatif,Ppkm hanya efektif jika yg terdampak ditanggung juga kebutuhannya\n\nTerutama warga yg penghasilannya harian\n\nKarena, mau se\xe2\x80\xa6'"
"netral, PPKM Darurat akan dilaksanakan lebih ketat dan tegas dibanding kebijakan yang selama ini sudah berlaku.\n\nTidak ada lagi dis\xe2\x80\xa6'"
"negatif, Ppkm hanya efektif jika yg terdampak ditanggung juga kebutuhannya\n\nTerutama warga yg penghasilannya harian\n\nKarena, mau se\xe2\x80\xa6'"
"netral,Yahya waloni capek klo dikomentarin terus, levelnya sdh memecah belah langsung tangkap aja \xe2\x81\xa6@DivHumas_Polri\xe2\x81\xa9\n\nSebut PP\xe2\x80\xa6'"
"negatif, Ppkm hanya efektif jika yg terdampak ditanggung juga kebutuhannya\n\nTerutama warga yg penghasilannya harian\n\nKarena, mau se\xe2\x80\xa6'"
"netral, #Tol_Japek Cikarang Barat KM 30 - KM 31 arah Cikampek PADAT, DIBERLAKUKAN penyekatan PPKM Darurat. ; Cikampek - Dawuan - Cikarang - Cikunir - Cawang LANCAR.'"
"negatif, PPKM Darurat, KSPSI DIY : Bagaimana Imun Mau Naik, Buruh Makan Kerupuk https://t.co/SkJTEHuSGP via @tribunjogja'"
"positif,Ayoo kita peduli jangan abai protokol kesehatan, dalam masa PPKM Darurat Jawa Bali utk sementara waktu kita ibadah dirumah\xe2\x80\xa6'"
"negatif,Kekeliruan @jokowi menjadikan Luhut sebagai Kordinator PPKM. \nLuhut itu @kemenkomarves, kan nggak nyambung. Maka wajar TKA China leluasa masuk RI, meskipuj ada PPKM. https://t.co/PYEuYJRcFo'"
"nehatif,Ppkm hanya efektif jika yg terdampak ditanggung juga kebutuhannya\n\nTerutama warga yg penghasilannya harian\n\nKarena, mau se\xe2\x80\xa6'"
"netral,PPKM ??? https://t.co/X15CQuN3T3'"
"negatif,Rakyat lagi susah cari sesuap nasi, di uber, di buru di gebukin gak boleh jualan dia mah se bacot\xc2\xb2nya cerita asyik memuaskan\xe2\x80\xa6'"
"positif,Negeri ini sedang berjuang melawan pandemi. Pemerintah dan selurug rekawab dn nakes sedang bergelut agar kopit tidak m\xe2\x80\xa6'"
"netral,Bukannya masi ppkm'"
"netral,ppkm : pengen peluk kim minjeong\xf0\x9f\xa4\xad https://t.co/E90FhqVOFT'"
"netral,'Promo Khusus Hampers Birdnest Sarang Walet Dollarnest di Masa PPKM\n\nPPKM? Pilih Promo yang kamu mau!\n\nBagaimana kabarnya hari ini, Dollarnestie? Semoga sehat selalu ya! Nah, untuk menemani masa PPKM ini, Dollarnest punya promo khusus untuk kamu, lho!\n. B\xe2\x80\xa6 https://t.co/3S2ng0l217 https://t.co/BQsIWc3BAe'"
"negatif,Tutup spbu yg kerja d lapangan kurir gojek gmna kcuali pemerintahboake uu karantina tanggung mkan slma ppkm spya ga https://t.co/j1b1krm0am anda d posisi kya kerja kurir atau gojek grab pnghasilan harian dan butuh bahan bakar'"
"positif,Mendukung sepenuhnya kebijakan Pemerintah dalam pemberlakuan PPKM darurat demi menekan penyebaran virus kovid 19 dan mend\xe2\x80\xa6'"
"negatif,Seorang Luhut ditunjuk memimpin PPKM, itu saja logikanya sudah acakadut. Menkomarves jelas prioritasnya bukan kesehatan d\xe2\x80\xa6'"
"negatif,Rakyat lagi susah cari sesuap nasi, di uber, di buru di gebukin gak boleh jualan dia mah se bacot\xc2\xb2nya cerita asyik memuaskan\xe2\x80\xa6'"
"positif,Selamat buat Sumbar, akhirnya pecah rekor kasus Kovid. \n\n\xe2\x96\xa0 Sudahlah Ndhrun, patuhi saja aturan PPKM, taat Prokes. Jgn ngey\xe2\x80\xa6'"
"negatif,Seorang Luhut ditunjuk memimpin PPKM, itu saja logikanya sudah acakadut. Menkomarves jelas prioritasnya bukan kesehatan d\xe2\x80\xa6'"
"positif,Negeri ini sedang berjuang melawan pandemi. Pemerintah dan selurug rekawab dn nakes sedang bergelut agar kopit tidak m\xe2\x80\xa6'"
"negatif,Aku di kabari teman. Selama ppkm katanya angka kehamilan meningkat. Terus aku bilg itu kabar bagus.. Klu perlu kira tingkatkan terus.'"
"netral,Masjid Ditutup, Pasar Dibuka Masa PPKM? Ustadz Das\xe2\x80\x99ad Latif: Semua Fungsi Masjid Bisa Dipindahkan ke Rumah, Tapi Fungsi Pa\xe2\x80\xa6'"
"negatif,itu Wedding sama Event Organizer yg selama PPKM belum bisa gerak mending digandeng atau bikin proposal aja buat ngehandl\xe2\x80\xa6'"
"netral,Kegiatanku selama ppkm 6 minggu https://t.co/CT3X8lIhup'"
"negatif,Asep, pelanggar PPKM Darurat memilih dipenjara tiga hari ketimbang bayar denda Rp 5 juta ke negara. https://t.co/XYnCDyIWgo'"
"netral,Menteri Dalam Negeri mengatakan pelanggar PPKM Darurat yang menimbulkan kerumunan dalam jumlah besar dapat dipidana, sesuai\xe2\x80\xa6'"
"negatif,Maksutnya sih satire, tapi terkesan menyinggung perasaan masyarakat yang jangankan untuk menonton drama, makan aja susah\xe2\x80\xa6'"
"negatif,Saya yakin semua nakes tau problem ini. \n\nKalo teriak ppkm, harus teriak juga, kebutuhan warga yg terdampak: di urus\n\nKalo\xe2\x80\xa6'"
"positif,Saya pun tegaskan kesungguhan @mohmahfudmd tangani Covid-19. Karena bisa nonton sinetron saat PPKM Darurat. https://t.c\xe2\x80\xa6'"
"negatif,Maaf ya, temanku yang hari ini minta bantuan uang utk bayar token listrik karena seharian gak dapat penumpang di jalan a\xe2\x80\xa6'"
"netral,Masjid Ditutup, Pasar Dibuka Masa PPKM? Ustadz Das\xe2\x80\x99ad Latif: Semua Fungsi Masjid Bisa Dipindahkan ke Rumah, Tapi Fungsi Pa\xe2\x80\xa6'"
"negatif,PPKM memberi kesempatan kepada saya utk menonton sinetron tingkah pejabat wakanda.\nAsyik jg sih. Tapi pemahaman mrk ttg empati tdk tepat. Dan ini mencerminkan hati. Hati mencerminkan aura wajah.\nMenghitam &amp; makin gosong.\n\xe2\x98\x95Glek'"
"negatif,Ppkm hanya efektif jika yg terdampak ditanggung juga kebutuhannya\n\nTerutama warga yg penghasilannya harian\n\nKarena, mau se\xe2\x80\xa6'"
"negatif, TKA China masih berdatangan di tengah pemberlakuan PPKM Darurat  https://t.co/ptJl7dyaa1'"
"negatif,Kalao pemerintah berniat mau menghancurkan ekonomi rakyat, perpanjang terus PPKM'"
"negatif,Ppkm hanya efektif jika yg terdampak ditanggung juga kebutuhannya\n\nTerutama warga yg penghasilannya harian\n\nKarena, mau se\xe2\x80\xa6'"
"negatif,Terus lawan Rakyat Di PPKM warga cina bebas masuk'"
"positif,Kalo ppkm dilonggarkan. Parah ahli mencemaskan rumah sakit akan collapse. Dan pasien meledak banyak\n\nSolusi pemerintah : h\xe2\x80\xa6'"
